satisfaction_level,last_evaluation,number_project,time_spend_company,left,promotion_last_5years,salary,work_accident,average_monthly_hours,department
0.6,0.68,4,2,0,0,1,1,264,1
0.93,0.84,5,3,0,0,1,0,266,1
0.73,0.86,4,2,0,0,1,0,138,1
0.7,0.66,3,2,0,0,1,0,151,1
0.18,0.59,4,3,0,0,1,0,132,1
0.81,0.6,4,3,0,0,1,0,133,1
0.28,0.9,4,6,0,0,1,0,275,5
0.74,0.79,3,3,0,0,1,0,275,7
0.5,0.74,4,5,0,0,1,0,272,2
0.83,0.85,4,2,0,0,1,1,201,8
0.55,0.66,3,2,0,0,1,0,164,9
0.77,0.94,4,2,0,0,1,0,224,4
0.92,0.58,4,2,0,0,1,0,201,5
0.59,0.89,5,2,0,0,1,1,169,5
0.45,0.72,4,3,0,0,1,0,149,5
0.76,0.97,3,3,0,0,1,0,271,7
0.89,0.69,4,3,0,0,2,0,137,7
0.73,0.5,3,2,0,0,2,0,208,7
0.65,0.7,3,3,0,0,2,0,231,7
0.14,0.96,3,5,0,0,2,1,196,7
0.3,0.47,2,4,0,0,2,0,159,7
0.53,0.82,5,3,0,0,2,0,184,7
0.66,0.89,3,3,0,0,2,0,257,7
0.84,0.59,3,2,0,0,2,0,234,7
0.74,0.97,3,4,0,0,2,1,239,7
0.56,0.4,2,3,0,0,2,0,255,7
0.42,0.47,4,3,0,0,2,1,146,7
0.29,0.8,5,6,0,0,2,0,103,7
0.54,0.72,5,4,0,0,0,0,206,7
0.8,0.52,3,2,0,0,1,1,253,7
0.89,0.93,4,4,0,0,2,0,245,7
0.92,0.58,3,3,0,0,2,1,261,7
0.87,0.68,4,3,0,0,2,0,217,7
0.76,0.82,4,3,0,0,2,1,172,7
0.64,0.61,3,3,0,0,1,0,221,2
0.83,0.57,2,5,0,0,1,1,246,2
0.55,0.6,3,4,0,0,1,0,145,2
0.83,0.7,5,3,0,0,1,0,168,3
0.58,0.62,5,3,0,0,1,0,184,3
0.67,0.97,4,3,0,0,1,0,186,3
0.65,0.57,3,3,0,0,1,0,238,3
0.89,0.95,5,3,0,0,1,0,203,9
0.84,0.5,5,3,0,0,1,0,195,9
0.5,0.7,5,2,0,0,1,0,264,9
0.7,0.51,3,3,0,0,1,0,256,9
0.79,0.83,5,3,0,0,1,0,268,9
0.19,0.72,6,6,0,0,1,1,243,9
0.89,0.5,4,2,0,0,1,1,136,9
0.36,0.6,2,6,0,0,1,0,136,9
0.62,0.66,5,3,0,0,1,0,165,9
0.84,0.93,6,4,0,0,1,0,166,9
0.65,0.87,4,2,0,0,1,0,267,9
0.65,0.7,4,3,0,0,2,0,233,8
0.87,0.92,3,2,0,0,2,0,141,8
0.66,0.73,5,2,0,0,2,0,249,8
0.83,0.9,3,4,0,0,2,0,102,8
0.89,0.63,3,3,0,0,2,0,268,8
0.91,0.97,4,3,0,0,2,0,139,8
0.91,0.56,3,2,0,0,2,0,168,8
0.83,0.5,4,2,0,0,2,0,259,8
0.87,0.82,4,2,0,0,2,0,248,8
0.62,0.79,3,3,0,0,2,0,274,8
0.54,1.0,3,2,0,0,2,0,169,8
0.84,0.53,5,3,0,0,2,0,190,9
0.33,0.82,2,5,0,0,0,0,114,9
0.79,0.58,4,6,0,0,1,0,191,9
0.31,0.41,2,3,0,0,2,0,263,4
0.68,0.81,3,2,0,0,2,0,166,0
0.52,0.7,4,5,0,0,2,0,247,0
0.54,0.64,3,4,0,0,2,0,203,0
0.73,0.78,4,4,0,0,1,0,181,0
0.49,0.74,3,3,0,0,1,1,229,0
0.37,0.67,2,2,0,0,1,0,159,6
0.53,0.84,3,3,0,0,1,0,151,6
0.58,0.75,4,3,0,0,1,1,222,6
0.2,0.51,2,2,0,0,1,0,163,6
0.91,0.6,4,5,0,0,1,0,163,0
0.53,0.78,2,2,0,0,1,0,138,1
0.99,0.72,4,3,0,0,1,0,136,1
0.97,0.87,3,4,0,0,1,0,207,1
0.18,0.93,3,4,0,0,1,1,245,1
0.83,0.93,6,5,0,0,1,0,130,1
0.49,0.47,4,3,0,0,1,0,285,1
0.74,0.93,3,4,0,0,1,0,204,5
0.7,0.6,3,3,0,0,1,0,183,7
0.97,0.91,3,2,0,0,1,0,246,2
0.92,0.91,3,4,0,0,1,0,250,8
0.94,0.7,3,3,0,0,1,0,176,9
1.0,0.98,3,2,0,0,1,0,177,4
0.5,0.51,3,4,0,0,1,0,169,5
0.77,0.89,3,3,0,0,1,0,142,5
0.68,0.71,5,4,0,0,2,1,135,5
0.57,0.43,3,3,0,0,2,0,167,7
0.57,0.61,5,4,0,0,2,0,191,7
0.48,0.97,3,6,0,0,2,0,224,7
0.7,0.95,5,6,0,0,2,1,234,7
0.68,0.43,3,2,0,0,2,1,161,7
0.62,0.68,3,3,0,0,2,0,124,7
0.61,0.51,4,3,0,0,2,0,242,7
0.83,0.77,2,2,0,0,2,0,186,7
0.99,0.8,5,5,0,0,2,0,254,7
0.58,0.72,4,2,0,0,2,0,170,7
0.93,0.83,4,2,0,0,2,0,225,7
0.66,0.5,4,3,0,0,0,0,263,7
0.52,0.98,4,3,0,0,1,0,148,7
0.5,0.6,5,3,0,0,2,0,216,7
0.16,0.7,5,4,0,0,2,0,257,7
0.62,0.74,4,2,0,0,2,0,173,7
0.49,0.49,6,3,0,0,2,0,188,7
0.56,0.91,4,2,0,0,1,1,188,7
0.96,0.59,4,6,0,0,1,0,108,7
0.5,0.75,5,3,0,0,1,0,179,2
0.99,0.99,4,2,0,0,1,0,195,2
0.54,0.51,3,3,0,0,1,0,265,2
0.52,0.9,4,2,0,0,1,0,285,3
0.81,0.99,5,4,0,0,1,0,202,3
0.5,0.73,4,2,0,0,1,0,271,3
0.51,0.88,3,4,0,0,1,0,202,3
0.41,0.47,6,2,0,0,1,0,171,9
0.62,0.72,2,2,0,0,1,1,180,9
0.56,0.68,3,3,0,0,1,1,269,9
0.96,0.75,3,3,0,0,1,0,231,9
0.58,0.64,2,2,0,0,1,0,249,9
0.66,0.75,3,2,0,0,1,0,228,9
0.56,0.75,2,2,0,0,1,0,264,9
0.56,0.93,4,3,0,0,1,1,210,9
0.67,0.91,3,3,0,0,1,0,256,9
0.72,0.71,5,3,0,0,1,0,137,9
0.59,0.79,4,3,0,0,1,0,272,9
0.95,0.55,5,2,0,0,1,0,185,8
1.0,0.93,3,4,0,0,2,0,264,8
0.56,0.64,3,3,0,0,2,0,238,8
0.52,0.49,4,3,0,0,2,0,98,8
0.88,0.9,4,2,0,0,2,0,248,8
0.58,0.84,4,2,0,0,2,0,271,8
0.86,0.92,3,2,0,0,2,0,180,8
0.19,0.64,5,4,0,0,2,1,181,8
0.6,0.6,4,3,0,0,2,0,182,8
0.82,0.87,3,4,0,0,2,0,204,8
0.64,0.75,4,3,0,0,2,0,170,8
0.83,0.67,4,3,0,0,2,0,139,9
0.57,0.75,3,2,0,0,2,0,159,9
0.98,0.92,3,3,0,0,0,0,254,9
0.54,0.69,4,2,0,0,1,0,168,4
0.72,0.66,3,2,0,0,2,0,256,0
0.89,0.87,4,2,0,0,2,0,209,0
0.41,0.57,3,3,0,0,2,1,193,0
0.93,0.62,4,2,0,0,2,0,142,0
0.9,0.9,3,3,0,0,1,0,274,0
0.38,0.59,4,2,0,0,1,0,276,6
0.52,0.88,4,3,0,0,1,1,155,6
0.99,0.72,3,2,0,0,1,1,220,6
0.69,0.74,2,2,0,0,1,0,271,6
0.76,0.76,5,3,0,0,1,0,175,0
0.42,0.46,3,2,0,0,1,1,128,1
0.78,0.9,4,4,0,0,1,0,104,1
0.37,0.46,3,6,0,0,2,0,173,1
0.89,0.39,6,3,0,0,2,1,190,1
0.93,0.49,5,3,0,0,2,0,167,1
0.98,0.56,3,3,0,0,2,0,187,1
0.65,0.56,3,3,0,0,2,0,259,5
0.3,0.61,3,5,0,0,2,0,138,7
0.97,1.0,5,2,0,0,2,0,251,2
0.84,0.49,5,2,0,0,2,0,189,8
0.76,0.76,4,3,0,0,2,0,149,9
0.5,0.74,4,3,0,0,2,0,246,4
0.48,0.61,3,3,0,0,2,0,146,5
0.56,0.63,4,4,0,0,2,0,204,5
0.99,0.77,4,3,0,0,2,0,184,5
0.65,0.94,4,3,0,0,2,0,174,7
0.92,0.81,3,2,0,0,2,0,196,7
0.88,0.76,3,3,0,0,2,0,223,7
0.99,0.86,3,3,0,0,2,0,198,7
0.96,0.93,5,2,0,0,2,1,141,7
0.55,0.85,4,2,0,0,2,0,273,7
0.71,0.94,4,3,0,0,2,0,209,7
0.72,0.68,3,4,0,0,2,0,135,7
0.23,0.5,5,3,0,0,2,0,100,7
0.78,0.61,3,3,0,0,2,0,193,7
0.82,0.61,3,2,0,0,2,0,229,7
0.49,0.74,4,4,0,0,2,0,104,7
0.96,0.82,4,2,0,0,0,0,201,7
0.5,0.78,3,3,0,1,0,1,206,7
0.98,0.57,5,3,0,1,0,0,141,7
0.85,0.57,4,3,0,1,0,0,150,7
0.72,0.75,3,3,0,1,0,0,166,7
0.78,0.83,4,2,0,1,0,0,252,7
0.62,0.43,2,2,0,1,0,0,106,7
0.64,0.38,5,6,0,1,0,1,171,2
0.24,0.5,4,3,0,1,0,0,232,2
0.84,0.78,5,2,0,1,0,0,172,2
0.61,0.61,4,2,0,1,0,0,239,3
0.79,0.71,4,3,0,1,0,0,222,3
0.86,0.77,3,3,0,1,1,0,152,3
0.7,0.54,3,3,0,1,1,1,198,3
0.53,0.76,5,4,0,1,1,0,143,9
0.58,0.88,3,4,0,1,1,0,157,9
0.45,0.55,5,2,0,0,1,0,268,9
0.86,0.87,4,3,0,0,1,0,183,9
0.95,0.81,4,2,0,0,1,0,238,9
0.51,0.84,4,2,0,0,1,0,214,9
0.35,0.41,6,3,0,0,1,0,244,9
0.99,0.57,3,3,0,0,1,0,221,9
0.73,0.49,4,2,0,0,1,1,200,9
0.44,0.48,2,3,0,0,1,0,226,9
0.43,0.74,4,5,0,0,1,1,121,9
0.81,0.77,5,2,0,0,1,0,249,8
0.77,0.83,3,3,0,0,1,0,204,8
0.52,0.86,5,3,0,0,2,0,256,8
0.21,0.92,2,2,0,0,2,0,211,8
0.88,0.93,3,3,0,0,2,0,162,8
0.48,0.8,5,2,0,0,2,0,235,8
0.21,0.63,5,3,0,0,2,0,226,8
0.81,0.53,4,3,0,0,2,0,242,8
0.38,0.77,3,5,0,0,2,0,173,8
0.67,0.77,5,2,0,0,2,0,167,8
0.87,0.94,4,2,0,0,2,0,256,8
0.85,0.41,2,6,0,0,2,0,229,9
0.52,0.9,5,3,0,0,2,0,176,9
0.9,0.95,3,4,0,0,2,0,133,9
0.85,0.56,5,3,0,0,0,0,203,4
0.77,0.52,3,3,0,0,0,1,210,0
0.61,0.97,4,2,0,0,0,0,198,0
0.74,0.54,3,3,0,0,0,1,175,0
0.56,0.85,5,3,0,0,0,0,245,0
0.28,0.97,4,3,0,0,0,0,102,0
0.86,0.68,2,3,0,0,0,0,192,6
0.63,0.78,4,2,0,0,0,0,160,6
0.85,0.96,3,2,0,0,1,0,211,6
0.84,0.84,6,5,0,0,1,0,261,6
0.98,0.6,4,3,0,0,1,0,191,0
0.51,0.78,5,4,0,0,1,0,225,1
0.71,0.85,4,2,0,0,1,0,157,1
0.88,0.69,3,4,0,0,1,0,248,1
0.16,0.81,2,6,0,0,1,1,159,1
0.98,0.86,4,2,0,0,1,1,254,1
0.81,0.76,3,3,0,0,2,0,203,1
0.17,0.79,2,5,0,0,2,0,126,5
0.22,0.65,6,4,0,0,2,0,212,7
0.67,0.69,5,3,0,0,2,0,225,2
0.72,0.83,5,2,0,0,2,0,193,8
0.67,0.91,3,3,0,0,2,0,147,9
0.47,0.55,2,2,0,0,2,0,156,4
0.51,0.75,3,2,0,0,2,1,234,5
0.88,0.71,5,3,0,0,2,0,246,5
0.48,0.94,4,4,0,0,2,0,231,5
0.66,0.99,4,3,0,0,2,0,209,7
0.58,0.5,3,3,0,0,2,0,144,7
0.23,0.96,2,4,0,0,2,0,234,7
0.86,0.77,5,2,0,0,2,0,230,7
0.81,0.99,2,5,0,0,2,0,156,7
0.75,0.54,6,4,0,0,2,1,138,7
0.49,0.89,2,4,0,0,2,1,233,7
0.31,0.5,3,5,0,0,2,0,262,7
0.83,0.75,6,5,0,0,2,0,215,7
0.7,0.55,4,3,0,0,2,0,227,7
0.49,0.99,3,3,0,0,2,0,199,7
0.57,0.92,3,2,0,0,2,0,238,7
0.37,0.45,6,5,0,0,2,1,100,7
0.69,0.75,3,2,0,0,0,1,179,7
0.62,0.98,4,2,0,0,1,0,107,7
0.5,0.68,4,4,0,0,2,0,274,7
0.81,0.73,4,2,0,0,2,0,272,7
0.2,0.41,6,3,0,0,2,0,264,7
0.22,0.58,2,5,0,0,2,0,255,7
0.63,0.79,5,2,0,0,2,1,215,2
0.68,0.53,3,4,0,0,2,0,156,2
0.52,0.49,3,2,0,0,2,1,146,2
0.22,0.52,6,6,0,0,2,0,217,3
0.51,0.82,3,4,0,0,2,0,206,3
0.66,0.92,4,3,0,0,2,0,239,3
0.26,0.37,2,3,0,0,1,1,232,3
0.42,0.4,3,2,0,0,1,0,160,9
0.86,0.77,5,3,0,0,1,1,237,9
0.52,0.68,3,4,0,0,1,1,162,9
0.95,0.64,3,4,0,0,1,1,138,9
0.63,0.94,2,2,0,0,1,1,228,9
1.0,0.54,3,2,0,0,1,1,151,9
0.54,0.58,3,2,0,0,0,1,169,9
0.9,0.7,3,4,0,0,1,0,147,9
0.49,0.99,6,5,0,0,0,0,205,9
0.81,0.6,3,2,0,0,0,0,140,9
0.5,0.66,4,4,0,0,1,0,150,9
0.7,0.88,4,3,0,0,1,1,191,8
0.5,0.85,4,2,0,0,0,0,150,8
0.98,0.66,2,3,0,0,1,0,255,8
0.86,0.51,3,3,0,0,2,0,230,8
0.93,0.77,3,5,0,0,0,0,202,8
0.62,0.75,3,3,0,0,2,0,180,8
0.64,0.57,3,3,0,0,2,0,179,8
0.66,0.94,4,3,0,0,2,1,198,8
0.65,0.86,4,2,0,0,2,0,267,8
0.89,0.84,3,2,0,0,0,0,166,8
0.77,0.58,4,2,0,0,2,0,162,8
0.4,0.36,4,4,0,0,2,0,128,9
0.36,0.44,4,4,0,0,2,0,114,9
0.3,0.48,2,2,0,0,0,0,104,9
0.9,0.64,4,3,0,0,2,1,139,4
0.23,0.49,5,5,0,0,0,0,214,0
0.24,0.79,2,5,0,0,1,0,175,0
0.98,0.92,4,2,0,0,2,0,175,0
0.49,0.48,2,2,0,0,2,0,186,0
0.23,0.48,3,4,0,0,2,0,139,0
0.79,0.71,3,3,0,0,2,0,202,6
0.21,0.76,4,6,0,0,1,1,165,6
0.38,0.92,5,2,0,0,1,0,238,6
0.17,0.59,4,4,0,0,1,0,179,6
0.56,0.69,5,2,0,0,1,1,239,0
0.97,0.7,5,2,0,0,1,1,195,1
0.22,0.78,6,6,0,0,1,0,206,1
0.84,0.88,3,3,0,0,1,0,194,1
0.64,0.63,5,5,0,0,1,1,105,1
0.78,0.69,5,3,0,0,1,0,256,1
0.23,0.4,6,4,0,0,1,1,110,5
0.99,0.82,6,4,0,0,0,1,185,7
0.15,0.76,4,6,0,0,1,0,255,2
0.24,0.96,3,6,0,0,1,0,174,8
0.84,0.71,4,3,0,0,1,0,273,9
0.82,0.58,2,6,0,0,1,0,248,4
0.17,0.86,3,6,0,0,0,0,286,5
0.72,0.71,5,2,0,0,1,0,248,5
0.86,0.91,3,3,0,0,1,1,234,5
0.75,0.55,3,3,0,0,1,0,162,7
0.93,0.82,5,3,0,0,0,0,272,7
0.75,0.52,3,3,0,0,1,1,260,7
0.45,0.55,3,3,0,0,2,0,151,7
0.44,0.87,2,4,0,0,0,0,140,7
0.55,0.9,5,3,0,0,2,0,237,7
0.78,0.56,5,2,0,0,0,0,252,7
0.5,0.52,4,3,0,0,2,0,178,7
0.96,0.66,4,3,0,0,2,0,268,7
0.72,0.53,5,4,0,0,2,0,244,7
0.77,0.55,3,3,0,0,2,0,225,7
0.89,0.94,5,3,0,0,2,0,223,7
0.58,0.79,4,6,0,0,2,0,149,7
0.75,0.96,5,3,0,0,2,0,190,7
0.77,0.8,4,3,0,0,2,0,167,7
0.76,0.87,4,3,0,0,0,0,161,7
0.87,0.76,4,2,0,0,1,0,218,7
0.95,0.74,3,3,0,0,2,0,212,7
0.73,0.54,3,3,0,0,2,0,150,7
0.2,0.56,5,6,0,0,2,0,181,2
0.55,0.43,3,6,0,0,2,1,120,2
0.21,0.53,3,5,0,0,2,0,229,2
0.91,0.74,3,5,0,0,2,1,139,3
0.61,0.87,4,3,0,0,2,0,151,3
0.89,0.59,4,3,0,0,2,0,230,3
0.65,0.76,4,2,0,0,2,0,193,3
0.7,0.48,4,2,0,0,0,0,229,9
0.79,0.95,3,4,0,0,1,0,222,9
0.99,0.67,3,2,0,0,1,0,200,9
0.52,0.77,4,4,0,0,1,0,134,9
0.71,0.97,3,3,0,0,0,0,219,9
0.21,0.58,5,4,0,0,1,0,197,9
0.4,0.62,3,5,0,0,1,0,283,9
0.74,0.75,4,3,0,0,1,0,149,9
0.79,0.6,4,3,0,0,0,0,161,9
0.88,0.58,5,3,0,0,1,0,264,9
0.89,0.93,4,2,0,0,1,0,137,9
0.61,0.72,3,2,0,0,1,0,144,8
0.48,0.54,4,5,0,0,1,1,105,8
0.81,0.98,6,2,0,0,1,0,196,8
0.71,0.74,3,3,0,0,1,0,250,8
0.92,0.53,3,3,0,0,1,0,253,8
0.99,0.71,4,4,0,0,2,0,199,8
0.74,0.55,6,2,0,0,2,0,130,8
1.0,0.94,3,4,0,0,2,0,257,8
0.81,0.55,3,4,0,0,2,0,127,8
0.59,0.7,2,2,0,0,2,0,153,8
0.9,0.58,5,2,0,0,2,0,260,8
0.98,0.9,4,2,0,0,2,0,247,9
0.56,0.55,3,4,0,0,2,0,250,9
0.86,0.89,4,4,0,0,2,0,136,9
0.82,0.59,3,3,0,0,2,0,210,4
0.94,0.53,4,3,0,0,2,0,183,0
0.68,0.96,4,3,0,0,2,0,255,0
0.81,0.69,5,2,0,0,0,0,109,0
0.59,0.59,3,3,0,0,1,0,173,0
0.54,0.82,4,2,0,0,2,0,266,0
0.77,0.87,5,2,0,0,2,0,257,6
0.62,0.61,6,4,0,0,2,0,103,6
0.58,0.57,5,6,0,0,2,0,105,6
0.63,0.84,3,2,0,0,1,0,269,6
0.78,1.0,4,2,0,0,1,0,154,0
0.82,0.78,5,3,0,0,1,0,232,1
0.73,0.86,3,4,0,0,1,0,215,1
0.53,0.74,4,2,0,0,1,1,272,1
0.88,0.62,4,2,0,0,1,0,221,1
0.65,0.6,4,4,0,0,1,0,200,1
0.57,0.61,5,5,0,0,1,0,254,5
0.93,0.76,5,3,0,0,1,0,187,5
0.83,0.64,2,2,0,0,1,0,192,7
0.73,0.45,5,4,0,0,1,0,232,2
0.78,0.67,4,3,0,0,1,1,221,8
0.9,0.62,3,5,0,0,1,1,233,9
0.59,0.66,3,3,0,0,1,1,166,4
0.67,0.89,2,3,0,0,1,0,173,5
0.59,0.51,4,2,0,0,1,0,184,5
0.53,0.54,4,3,0,0,1,1,257,5
0.56,0.73,4,2,0,0,1,0,226,7
0.72,0.89,3,3,0,0,1,0,221,7
0.81,0.49,2,5,0,0,1,1,205,7
0.54,0.68,3,3,0,0,1,0,158,7
0.91,0.87,3,3,0,0,2,0,199,7
0.51,0.96,3,3,0,0,2,0,192,7
0.59,0.39,4,5,0,0,2,0,190,7
0.64,0.86,5,3,0,0,2,0,222,7
0.95,0.68,5,3,0,0,2,0,225,7
0.75,0.69,3,2,0,0,2,0,274,7
0.44,0.38,3,2,0,0,2,0,197,7
0.55,0.6,4,3,0,0,2,0,176,7
0.6,0.81,3,2,0,0,2,0,226,7
0.84,0.58,5,2,0,0,2,0,186,7
0.49,0.65,3,3,0,0,2,0,226,7
0.75,0.71,4,3,0,0,2,0,209,7
0.35,0.81,5,5,0,0,0,0,182,7
0.68,0.78,3,3,0,0,1,0,232,7
0.52,0.53,2,3,0,0,2,0,286,7
0.78,0.57,3,3,0,0,2,0,177,2
0.44,0.92,6,4,0,0,2,1,268,2
0.18,0.86,5,4,0,0,2,0,267,2
0.37,0.52,4,4,0,0,1,0,211,3
0.71,0.76,3,3,0,0,1,0,246,3
0.55,0.83,5,3,0,0,1,0,220,3
0.98,0.78,3,2,0,0,1,0,197,3
0.88,0.53,3,3,0,0,1,0,188,9
0.79,0.9,5,5,0,0,1,0,212,9
0.96,0.66,3,3,0,0,1,0,230,9
0.3,0.55,6,2,0,0,1,0,178,9
0.59,0.9,4,2,0,0,1,0,226,9
0.72,0.55,4,3,0,0,1,0,202,9
0.59,0.87,4,2,0,0,1,0,191,9
0.93,0.68,2,3,0,0,1,0,150,9
0.49,0.86,5,5,0,0,1,0,235,9
0.73,0.95,3,3,0,0,1,0,258,9
0.53,0.6,5,3,0,0,1,0,247,9
0.77,0.83,6,3,0,0,1,0,271,8
0.45,0.62,6,5,0,0,1,0,129,8
0.95,0.78,5,3,0,0,1,0,246,8
0.86,0.69,5,4,0,0,1,0,157,8
0.59,0.58,4,4,0,0,1,0,233,8
0.95,0.63,4,3,0,0,1,0,153,8
0.7,0.92,4,2,0,0,2,1,142,8
0.56,0.64,5,3,0,0,2,1,241,8
0.5,0.92,3,2,0,0,2,0,186,8
0.76,0.92,4,3,0,0,2,0,154,8
0.85,0.77,5,3,0,0,2,0,263,8
0.98,1.0,5,3,0,0,2,0,150,9
0.65,0.4,2,2,0,0,2,0,277,9
0.44,0.97,4,5,0,0,2,1,240,9
0.55,0.97,3,2,0,0,2,0,222,4
0.16,0.8,4,5,0,0,2,1,140,0
0.16,0.9,6,2,0,0,2,0,213,0
0.75,1.0,4,4,0,0,2,1,272,0
0.59,0.57,4,2,0,0,0,0,261,0
0.48,0.87,3,2,0,0,1,0,236,0
0.18,0.68,6,5,0,0,2,0,154,6
0.8,0.72,3,2,0,0,2,0,271,6
0.8,0.88,3,2,0,0,2,0,154,6
0.15,0.52,4,4,0,0,2,0,207,6
0.62,0.86,4,2,0,0,1,0,181,0
0.21,0.99,6,4,0,0,1,1,165,1
0.9,0.82,3,2,0,0,1,0,203,1
0.51,1.0,4,2,0,0,1,0,197,1
0.99,0.9,4,3,0,0,1,0,177,1
0.71,0.49,4,2,0,0,1,1,273,1
0.89,0.93,4,2,0,0,1,0,141,5
0.74,0.67,4,3,0,0,1,0,158,7
0.84,0.85,3,2,0,0,1,0,243,2
0.4,0.64,3,3,0,0,1,0,188,8
1.0,0.71,4,2,0,0,1,0,216,9
0.48,0.51,5,3,0,0,1,0,286,4
0.99,0.6,3,2,0,0,1,0,262,5
0.73,0.81,5,3,0,0,1,0,173,5
0.84,0.91,3,4,0,0,1,0,247,5
0.55,0.7,3,4,0,0,1,0,237,7
0.44,0.99,5,2,0,0,1,0,119,7
0.95,0.67,4,3,0,0,1,0,227,7
0.76,0.65,4,3,0,0,1,0,195,7
0.94,0.7,6,5,0,0,1,0,217,7
0.85,0.5,4,3,0,0,1,0,267,7
0.57,0.62,3,2,0,0,2,0,154,7
0.67,0.49,5,2,0,0,2,0,161,7
0.7,0.67,3,3,0,0,2,1,179,7
0.67,0.55,4,3,0,0,2,1,214,7
0.72,0.84,3,3,0,0,2,0,167,7
0.71,0.53,6,3,0,0,2,0,203,7
0.51,0.8,4,3,0,0,2,0,231,7
0.98,0.65,4,2,0,0,2,1,263,7
0.52,0.83,2,4,0,0,2,0,227,7
0.21,0.9,4,4,0,0,2,0,235,7
0.43,0.93,6,3,0,0,2,1,127,7
0.91,0.62,4,3,0,0,2,1,158,7
0.74,0.85,4,5,0,0,0,0,105,7
0.34,0.81,3,5,0,0,1,0,257,2
0.28,0.46,4,2,0,0,2,0,260,2
0.7,0.79,6,3,0,0,2,0,145,2
0.53,0.59,2,3,0,0,2,1,201,3
0.97,0.51,4,4,0,0,2,0,241,3
0.96,0.59,3,2,0,0,1,0,214,3
0.74,0.53,4,3,0,0,1,0,166,3
0.79,0.86,4,4,0,0,1,0,173,9
0.61,0.47,4,5,0,0,1,0,181,9
0.36,0.4,4,4,0,0,1,1,114,9
0.15,0.91,5,4,0,0,1,0,267,9
0.61,0.5,4,2,0,0,1,0,216,9
0.59,0.94,4,3,0,0,1,0,265,9
0.58,0.77,5,2,0,0,1,1,272,9
0.49,0.92,4,2,0,0,1,0,229,9
0.92,0.96,5,3,0,0,1,1,174,9
0.72,0.92,3,3,0,0,1,0,264,9
0.77,0.85,5,5,0,0,1,0,221,9
0.6,0.57,3,3,0,0,1,0,202,8
0.21,0.4,3,3,0,0,1,0,262,8
0.83,0.75,3,3,0,0,1,0,150,8
0.71,0.95,3,3,0,0,1,0,251,8
0.94,0.46,2,2,0,0,1,1,230,8
0.59,0.99,3,2,0,0,2,0,185,8
0.59,0.59,4,2,0,0,2,1,216,8
0.99,0.68,3,3,0,0,2,1,181,8
0.64,0.7,5,4,0,0,2,0,140,8
0.54,0.5,4,3,0,0,2,0,160,8
0.78,0.63,3,2,0,0,2,0,192,8
0.7,0.79,6,4,0,0,2,0,257,9
0.9,0.62,5,6,0,0,2,0,236,9
0.14,0.74,6,5,0,0,2,0,160,9
0.33,0.69,3,3,0,0,2,0,125,4
0.73,0.53,4,2,0,0,2,0,139,0
0.8,0.87,4,3,0,0,2,0,217,0
0.17,0.91,6,5,0,0,0,0,246,0
0.34,0.91,4,4,0,0,1,0,284,0
0.61,0.9,3,3,0,0,2,0,263,0
0.18,0.95,4,6,0,0,2,0,241,6
0.72,0.94,3,3,0,0,2,0,258,6
0.32,0.79,4,3,0,0,2,0,136,6
0.85,0.81,2,3,0,0,1,1,223,6
0.85,0.74,5,4,0,0,1,0,170,0
0.8,0.81,4,3,0,0,1,1,194,1
0.36,0.82,4,5,0,0,1,0,218,1
0.8,0.99,6,5,0,0,1,0,178,1
0.55,0.9,3,3,0,0,1,1,181,1
0.69,0.56,3,4,0,0,1,1,183,1
0.71,0.61,2,2,0,0,1,1,198,5
0.74,0.56,3,3,0,0,1,0,203,7
0.76,0.89,5,3,0,0,1,0,204,2
0.81,0.62,3,3,0,0,1,0,257,8
0.59,1.0,4,2,0,0,1,0,169,9
0.97,0.69,4,2,0,0,1,0,203,4
0.98,0.74,4,2,0,0,1,1,260,5
0.96,0.87,5,2,0,0,1,0,202,5
0.82,0.63,4,2,0,0,1,0,199,5
0.97,0.93,2,4,0,0,1,0,270,7
0.74,0.51,5,2,0,0,1,0,258,7
0.14,0.52,4,6,0,0,1,0,108,7
0.3,0.67,3,3,0,0,1,0,232,7
0.74,0.89,4,2,0,0,1,0,149,7
0.85,0.48,4,3,0,0,2,0,214,7
0.69,0.65,4,2,0,0,2,0,136,7
0.6,0.95,4,4,0,0,2,0,164,7
0.53,0.85,3,6,0,0,2,0,236,7
0.94,0.88,3,3,0,0,2,0,270,7
0.57,0.63,5,4,0,0,2,0,156,7
0.2,0.73,3,5,0,0,2,0,250,7
0.82,0.92,4,3,0,0,2,0,196,7
0.62,0.92,5,2,0,0,2,0,169,7
0.88,0.59,2,3,0,0,2,0,144,7
0.82,0.62,4,3,0,0,2,0,160,7
0.62,0.91,3,6,0,0,2,1,142,7
0.74,0.48,5,2,0,0,0,0,165,7
0.91,0.66,4,3,0,0,1,0,163,7
0.7,0.96,3,3,0,0,2,0,263,2
0.84,0.9,3,2,0,0,2,0,178,2
0.35,0.57,3,3,0,0,2,0,109,2
0.28,0.83,4,5,0,0,2,0,206,3
0.37,0.37,3,3,0,0,1,0,168,3
0.75,0.5,4,2,0,0,1,1,155,3
0.34,0.6,4,2,0,0,1,0,154,3
0.55,0.5,4,3,0,0,1,0,179,9
0.97,0.92,3,3,0,0,1,0,168,9
0.91,0.57,3,3,0,0,1,0,158,9
0.48,0.63,3,2,0,0,1,1,180,9
